OBJECTID_1,FID_1,NCESID,NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,TELEPHONE,NAICS_CODE,NAICS_DESC,LEVEL_,TYPE,STATUS,POPULATION,ENROLLMENT,FULL_TIME_,START_GRAD,END_GRADE,precinct
408,13029,A9903221,MEOROT BEIT YAAKOV,1123 AVENUE N,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,6,1,41,24,17,PK,KG,70
409,13032,BB963838,MESIVTA HIGH SCHOOL,1585 CONEY ISLAND AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,237,223,14,08,12,70
410,13039,02046054,YESHIVAH OF FLATBUSH JOEL BRAVERMAN HIGH SCHOOL,1609 AVENUE J,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,699,633,66,08,12,70
411,13066,02046032,BAIS YAAKOV ACADEMY,1213 ELM AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,852,776,76,PK,12,70
412,13069,00943737,BROOKLYN SEVENTH-DAY ADVENTIST SCHOOL,1260 OCEAN AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,122,116,6,PK,08,70
413,13074,A9702526,YESHIVA RUACH CHAIM,2611 AVENUE Z,BROOKLYN,KINGS,NY,11235,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,153,134,19,PK,08,70
414,13113,BB081273,CHILDRENS CORNER OF BROOKLYN LTD,69 STRATFORD RD,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,7,5,2,PK,KG,70
415,13426,BB963334,PRACTICAL LEARNING CENTER,22 E 16TH ST,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,40,34,6,PK,03,70
416,13428,AA890662,MASORES BAIS YAAKOV,1395 OCEAN AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,792,704,88,PK,12,70
417,13429,K9304032,MIDWOOD MONTESSORI,2825 BEDFORD AVE,BROOKLYN,KINGS,NY,11210,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,2,1,24,22,2,PK,KG,70
418,13531,00938079,SHULAMITH SCHOOL FOR GIRLS,1277 E 14TH ST,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,343,286,57,PK,12,70
419,12546,00924532,MIDWOOD CATHOLIC ACADEMY,1501 HENDRICKSON ST,BROOKLYN,KINGS,NY,11234,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,352,336,16,PK,08,70
420,12578,00942176,UCP BROOKLYN CHILDRENS PROGRAM,175 LAWRENCE AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,118,108,10,UG,UG,70
421,12580,00942915,EAST MIDWOOD HEBREW DAY SCHOOL,1256 E 21ST ST,BROOKLYN,KINGS,NY,11210,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,184,169,15,PK,08,70
422,12886,A0502599,YESHIVA BIRCHAS SHMUEL,1214 E 15TH ST,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,71,63,8,06,12,70
423,12974,BB041144,PRACTICAL LEARNING CENTER,1283 OCEAN AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,5,4,1,PK,KG,70
424,12980,BB041226,PHEBEANA PRESCHOOL,160 PARKSIDE AVE,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,4,3,1,PK,KG,70
425,21510,A9104913,MESIVTA YESHIVA RABBI CHAIM BERLIN,1559 CONEY ISLAND AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1029,942,87,PK,12,70
426,21988,A0902331,BET YAAKOV OROT SARAH,1123 AVENUE N,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,282,227,55,PK,12,70
427,23059,BB963538,YESHIVA VYELIPOL,860 E 27TH ST,BROOKLYN,KINGS,NY,11210,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,121,110,11,08,12,70
428,23219,A0902373,SHAARE TORAH HIGH SCHOOL-GIRLS,1768 OCEAN AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,151,122,29,08,12,70
429,22057,Y0936628,YESHIVA TORAS EMES KAMINETZ ELEMENTARY SCHOOL,1904 AVENUE N,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,285,263,22,PK,08,70
430,22193,A0902315,JOSEPH S GRUSS YESHIVA HIGH SCHOOL,1904 AVENUE N,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,97,91,6,08,12,70
431,25290,BB121614,GET SET KINDERGARTEN,1919 CORTELYOU RD,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,159,132,27,PK,05,70
432,25301,BB121623,BAIS YAAKOV OZ VEHODOR,1430 LOCUST AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,75,73,2,08,11,70
433,25841,BB081325,P T A C H,85 PARKVILLE AVE,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,4,1,35,29,6,02,08,70
434,25873,BB963666,CORTELYOU EARLY CHILDHOOD CENTER,1110 CORTELYOU RD,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,115,108,7,PK,05,70
435,13001,BB963781,LITTLE ANGEL DAYCARE CENTER #3,12 CROWN ST,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,10,8,2,PK,KG,71
436,13049,A0509136,STARS & KNIGHTS DAY SCHOOL,414 UTICA AVE,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,73,65,8,PK,08,71
437,13092,BB061072,BEIS CHAYA MUSHKA,1505 CARROLL ST,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,198,177,21,PK,12,71
438,13099,BB061133,MACADEMY,1313 UNION ST,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,72,65,7,PK,08,71
439,13178,00924248,ST FRANCIS OF ASSIST SCHOOL,400 LINCOLN RD,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,345,329,16,PK,08,71
440,13188,BB981108,ST FRANCIS DE SALES SCHOOL FOR THE DEAF,260 EASTERN PKWY,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,4,1,93,76,17,PK,08,71
441,13421,A9104820,FULL GOSPEL CHRISTIAN ACADEMY,836 FRANKLIN AVE,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,46,40,6,PK,05,71
442,13422,02046178,ST MARKS DAY SCHOOL,1346 PRESIDENT ST,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,244,211,33,PK,08,71
443,13423,00936253,BETH RIVKA HIGH SCHOOL,310 CROWN ST,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,634,521,113,08,12,71
444,13432,01904173,LEAGUE SCHOOL,567 KINGSTON AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,159,134,25,KG,08,71
445,12872,A0502500,MACHON CHANA,556 CROWN ST,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,6,1,67,62,5,08,12,71
446,12984,BB041272,MONTESSORI SCHOOL OF LEFFERTS GARDEN II,527 ROGERS AVE,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,2,1,28,25,3,PK,KG,71
447,12991,BB963440,LITTLE STARS DAYCARE CENTER,588 BROOKLYN AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,18,10,8,PK,KG,71
448,21565,A0971589,UNDER THE LEARNING TREE,551 ROGERS AVE # 2 FL,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,3,1,6,5,1,KG,06,71
449,21645,A0107447,BNOS MENACHEM,739 E NEW YORK AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,588,520,68,PK,12,71
450,22197,A0902322,LEFFERTS GARDEN MONTESSORI,527 ROGERS AVE,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,2,1,35,25,10,PK,KG,71
451,22509,A0971530,ELLA BAKER/CHARLES ROMAIN CHILD DEV CTR,1150 CARROLL ST,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,6,1,33,27,6,PK,05,71
452,22957,BB081253,CONG OHR MENACHEM,1729 PRESIDENT ST,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,128,112,16,PK,07,71
453,25259,BB121521,CONGREGATION OHR MENACHEM,1717 PRESIDENT ST,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,121,113,8,KG,07,71
454,25283,BB121609,EDUCATIONAL INST OHOLEI TORAH,427 KINGSTON AVE,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,6,1,12,11,1,KG,KG,71
455,25288,BB121611,MARY BOB LEARNING ACADEMY,1187 NORSTRAND AVE,BROOKLYN,KINGS,NY,11225,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,51,43,8,PK,03,71
456,13023,A0502398,AL MADRASA AL ISLAMIYA,5224 3RD AVE,BROOKLYN,KINGS,NY,11220,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,207,193,14,PK,08,72
457,13098,00924725,ST AGATHA SCHOOL,736 48TH ST,BROOKLYN,KINGS,NY,11220,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,171,160,11,PK,08,72
458,13101,00924441,IMMACULATE HEART OF MARY,3002 FORT HAMILTON PKWY,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,150,136,14,PK,08,72
459,13128,BB963294,INTERNATIONAL CHRISTIAN SCHOOL,312 CONEY ISLAND AVE,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,210,192,18,PK,12,72
460,13150,BB963250,AL-NOOR SCHOOL,675 4TH AVE,BROOKLYN,KINGS,NY,11232,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,651,594,57,PK,12,72
461,13153,00926212,BISHOP FORD CENTRAL CATHOLIC HIGH SCHOOL,500 19TH ST,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,805,771,34,08,12,72
462,13159,A0508005,MARTIN DE PORRES HIGH SCHOOL,14765 249TH ST,ROSEDALE,QUEENS,NY,11422,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,4,1,157,138,19,08,12,72
463,13452,00924816,OUR LADY OF PERPETUAL HELP ELEMENTARY SCHOOL,5902 6TH AVE,BROOKLYN,KINGS,NY,11220,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,192,181,11,PK,08,72
464,12534,00924394,HOLY NAME OF JESUS SCHOOL,241 PROSPECT PARK W,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,205,194,11,PK,08,72
465,12910,A0701595,BROOKLYN FREE SCHOOL,372 CLINTON AVE,BROOKLYN,KINGS,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,3,1,66,60,6,UG,UG,72
466,23597,A0508014,AVALON CHILDCARE FIFTH AVENUE,552 5TH AVE,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,6,1,97,83,14,KG,01,72
467,13143,K9500356,BROOKLYN PREPARATORY SCHOOL,1400 LINDEN BLVD,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,8,5,3,PK,KG,73
468,21980,BB101104,WALK IN LOVE CHRISTIAN ACADEMY,760 DEKALD AVE,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,296,287,9,PK,12,73
469,23970,BB101103,ARK CHRISTIAN ACADEMY,1710 EASTERN PKWY,BROOKLYN,KINGS,NY,11233,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,65,60,5,01,05,73
470,25454,BB963585,HANDS & HEARTS LEARNING CENTER,564 THOMAS S BOYLAND ST,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,28,24,4,PK,05,73
471,25845,A1101707,PEOPLES ELEMENTARY SCHOOL,2 VAN SINDEREN AVE,BROOKLYN,KINGS,NY,11207,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,457,439,18,PK,08,73
472,13009,A0107936,TALMUD TORAH TASHBAR,543 BEDFORD AVE,BROOKLYN,KINGS,NY,11211,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,294,270,24,PK,10,75
473,13028,A0502402,AMERICA COME BACK TO GOD CHRISTIAN ACADEMY,822 DUMONT AVE,BROOKLYN,KINGS,NY,11207,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,59,52,7,PK,08,75
474,13115,K9304063,STARRETT EARLY LEARNING CENTER,125 SCHROEDERS AVE,BROOKLYN,KINGS,NY,11239,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,23,21,2,PK,KG,75
475,13119,00926427,BLESSED SACRAMENT SCHOOL,187 EUCLID AVE,BROOKLYN,KINGS,NY,11208,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,273,261,12,PK,08,75
476,13134,BB963353,ST MARTINS NURSERY & KINDERGARTEN,657 VAN SICLEN AVE,BROOKLYN,KINGS,NY,11207,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,11,10,1,PK,KG,75
477,13433,A9104831,NEW GRACE CENTER CHRISTIAN SCHOOL,650 LIVONIA AVE,BROOKLYN,KINGS,NY,11207,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,224,198,26,PK,08,75
478,13434,K9304029,ST PETERS LUTHERAN SCHOOL,105 HIGHLAND PL,BROOKLYN,KINGS,NY,11208,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,41,38,3,PK,02,75
479,12592,A0107562,FOLLOWERS OF JESUS SCHOOL,3065 ATLANTIC AVE,BROOKLYN,KINGS,NY,11208,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,45,40,5,01,10,75
480,12942,A9104711,TREY WHITFIELD SCHOOL,17 HINSDALE ST,BROOKLYN,KINGS,NY,11207,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,377,352,25,PK,08,75
481,25250,BB121471,NATIONAL HERITAGE ACADEMIES,2635 LINDEN BLVD,BROOKLYN,KINGS,NY,11208,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,412,392,20,KG,06,75
482,25760,BB041254,BEER HAGOLAH INSTITUTES (B & G),671 LOUISIANA AVE,BROOKLYN,KINGS,NY,11239,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,549,460,89,PK,12,75
483,13005,A0107582,HANNAH SENESH COMMUNITY DAY SCHOOL,342 SMITH ST,BROOKLYN,KINGS,NY,11231,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,196,170,26,KG,08,76
484,12925,A0701680,NYSARC- NYC CHAPTER,1201 66TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,304,268,36,UG,UG,76
485,13052,BB981072,MT MORIAH CHRISTIAN ACADEMY,1149 EASTERN PKWY,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,78,69,9,PK,06,77
486,13103,BB061144,BROOKLYN JESUIT PREP,560 STERLING PL,BROOKLYN,KINGS,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,96,85,11,05,08,77
487,13175,00938319,EPIPHANY LUTHERAN SCHOOL,721 LINCOLN PL,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,230,218,12,PK,08,77
488,13183,BB963607,ST GREGORY THE GREAT SCHOOL,2520 CHURCH AVE,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,226,215,11,PK,08,77
489,12582,00943624,HEBRON SEVENTH-DAY AVENTIST BILINGUAL,920 PARK PL,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,154,143,11,PK,08,77
490,12862,A0502451,DARCHAI MENACHEM SCHOOL-BOYS,823 EASTERN PKWY,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,65,55,10,03,11,77
491,12995,BB963601,ARISTA PREP ACADEMY & NURSERY SCHOOL,275 KINGSTON AVE,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,117,103,14,PK,08,77
492,21969,BB101051,CARMEL CHRISTIAN SCHOOL,116-126 ROGERS AVE,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,57,51,6,KG,08,77
493,23546,A0502571,EDUCATIONAL INSTITUTE OHOLEI TORAH-OHOLEI MENACHEM,667 EASTERN PKWY,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1341,1270,71,PK,12,77
494,25267,BB121545,RAINBOW CAMPUS,852 SAINT JOHNS PL,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,32,29,3,KG,06,77
495,25390,BB963925,EDUCARE CHILD CENTER,720 WASHINGTON AVE 2ND FL,BROOKLYN,KINGS,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,11,7,4,PK,KG,77
496,25779,A1101634,BNOS CHOMESH ACADEMY,262 KINGSTON AVE,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,40,28,12,08,12,77
497,13138,BB963626,THE CATHEDRAL SCHOOL OF BROOKLYN,1492 SAINT JOHNS PL,BROOKLYN,KINGS,NY,11213,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,65,56,9,PK,08,78
498,13146,A0701591,BERKELEY CARROLL ELEMENTARY SCHOOL,701 CARROLL ST,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,318,282,36,PK,04,78
499,13233,00926063,ST SAVIOUR HIGH SCHOOL,588 6TH ST,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,254,231,23,08,12,78
500,13238,00926074,ST SAVIOUR ELEMENTARY SCHOOL,701 8TH AVE,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,352,332,20,PK,08,78
501,13447,00924281,ST FRANCIS XAVIER SCHOOL,763 PRESIDENT ST,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,226,214,12,PK,08,78
502,12597,A0107783,PARK SLOPE CHRISTIAN ACADEMY,98 5TH AVE,BROOKLYN,KINGS,NY,11217,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,39,34,5,PK,08,78
503,21982,A0902326,LURIA ACADEMY OF BROOKLYN,238 SAINT MARKS AVE,BROOKLYN,KINGS,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,2,1,56,46,10,PK,05,78
504,23216,A0902364,RIVENDELL SCHOOL,277 3RD AVE,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,2,1,14,8,6,PK,TK,78
505,23431,A0302183,AL-MADINAH SCHOOL,383 3RD AVE,BROOKLYN,KINGS,NY,11215,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,708,648,60,PK,12,78
506,12584,01904049,GEORGE H MURRAY CHRISTIAN ACADEMY,760 DEKALB AVE,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,85,76,9,PK,08,79
507,12590,A0107513,CLARA MUHAMMAD SCHOOL OF MASJID KHALIFAH,1174 BEDFORD AVE,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,59,50,9,PK,07,79
508,12903,A0701594,BNEI SHIMON YISROEL,18 WARSOFF PLACE,BROOKLYN,KINGS,NY,11211,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,445,416,29,PK,12,79
509,12989,BB081206,CENTRAL UTA,762 WHYTE AVE,BROOKLYN,KINGS,NY,11249,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,4407,4122,285,PK,12,79
510,21994,A0902349,MT PLEASANT CHRISTIAN ACADEMY,344 TOMPKINS AVE,BROOKLYN,KINGS,NY,11216,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,17,13,4,02,12,79
511,23601,A0509129,HYCHEL HATORAH OF WILLIAMSBURG,70 FRANKLIN AVE,BROOKLYN,KINGS,NY,11205,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,289,269,20,08,12,79
512,22593,A0502424,BNOS SQUARE OF WILLIAMSBURG,382 WILLOUGHBY AVE,BROOKLYN,KINGS,NY,11205,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,294,272,22,PK,07,79
513,25621,BB081208,MOSDOS KRULA,799 KENT AVE,BROOKLYN,KINGS,NY,11205,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,290,272,18,PK,08,79
514,25439,BB081219,VERNON AVENUE CHILDRENS SCHOOL,386 VERNON AVE,BROOKLYN,KINGS,NY,11206,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,8,7,1,PK,KG,81
515,13122,00924634,ST BRIGID SCHOOL,438 GROVE ST,BROOKLYN,KINGS,NY,11237,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,237,225,12,PK,08,83
516,13126,00924215,ST FRANCES CABRINI SCHOOL,181 SUYDAM ST,BROOKLYN,KINGS,NY,11221,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,271,261,10,PK,08,83
517,25535,A1101676,POPE JOHN PAUL II FAMILY ACADEMY,139 MENAHAN ST,BROOKLYN,KINGS,NY,11221,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,132,123,9,PK,04,83
518,13007,A0107913,THE STERLING SCHOOL,299 PACIFIC ST STE A,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,4,1,30,22,8,03,06,84
519,13042,A9300665,BROOKLYN HEIGHTS MONTESSORI SCHOOL,185 COURT ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,2,1,171,145,26,PK,08,84
520,13046,A9300620,ST ANNS SCHOOL,129 PIERREPONT ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,6,1,1221,1031,190,PK,12,84
521,13050,00935205,BROOKLYN FRIENDS SCHOOL,375 PEARL ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,720,616,104,PK,12,84
522,13199,A9104780,GRACE CHURCH SCHOOL,254 HICKS ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,24,21,3,PK,KG,84
523,13444,BB963333,PLYMOUTH CHURCH SCHOOL,75 HICKS ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,37,18,19,PK,KG,84
524,12968,AA000919,MARY MCDOWELL FRIENDS SCHOOL,20 BERGEN ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,355,290,65,06,10,84
525,12987,BB061076,A FANTIS PAROCHIAL SCHOOL,195 STATE ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,119,105,14,PK,08,84
526,22180,A0902270,BROOKLYN AUTISM CENTER ACADEMY,111 REMSEN ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,18,9,9,UG,UG,84
527,22988,BB101004,ST JOSEPH HIGH SCHOOL,80 WILLOUGHBY ST,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,352,314,38,08,12,84
528,25464,A0507969,HANOVER PLACE CHILD CARE,15 HANOVER PL,BROOKLYN,KINGS,NY,11201,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,13,12,1,PK,KG,84
529,13165,00926391,QUEEN OF ALL SAINTS,300 VANDERBILT AVE,BROOKLYN,KINGS,NY,11205,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,221,211,10,KG,08,88
530,13168,00926438,BISHOP LOUGHLIN MEMORIAL HIGH SCHOOL,357 CLERMONT AVE,BROOKLYN,KINGS,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,779,736,43,08,12,88
531,13171,00943679,BETHEL ELEMENTARY SCHOOL,457 GRAND AVE,BROOKLYN,KINGS,NY,11238,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,42,37,5,PK,06,88
